player_id,match_id,assists,attempt_at_goal,attempt_at_goal_against_on_target,attempt_at_goal_blocked,attempt_at_goal_from_free_kicks,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_inside_the_penalty_area_on_target,attempt_at_goal_off_target,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempt_at_goal_outside_the_penalty_area_on_target,corners,crosses,crosses_completed,direct_free_kicks,direct_red_cards,fouls_against,fouls_for,free_kicks,gk_saves,gk_saves_on_target,goal_kicks,goals,goals_conceded,goals_from_direct_free_kicks,goals_inside_the_penalty_area,goals_outside_the_penalty_area,headed_attempt_at_goal,indirect_free_kicks,indirect_red_cards,matches_played,offsides,own_goals,passes,passes_completed,penalties,penalties_scored,red_cards,substitutions_in,substitutions_out,throw_ins,time_played,yellow_cards,attempt_at_goal_against,attempt_at_goal_from_ball_progression,attempt_at_goal_from_corner,attempt_at_goal_from_cross,attempt_at_goal_from_other,attempt_at_goal_from_pass,attempt_at_goal_from_penalty,attempt_at_goal_from_rebound,attempted_ball_progressions,attempted_switches_of_play,avg_speed,clean_sheets,completed_ball_progressions,completed_switches_of_play,defensive_pressures_applied,direct_defensive_pressures_applied,distance_high_speed_running,distance_high_speed_sprinting,distance_jogging,distance_low_speed_sprinting,distance_walking,distributions_completed_under_pressure,distributions_under_pressure,forced_turnovers,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_save_percentage,goalkeeper_saves,goalkeeper_saves_on_target,goals_conceded_from_attempt_at_goal_against,linebreaks_attempted,linebreaks_attempted_all_lines,linebreaks_attempted_attacking_and_midfield_line,linebreaks_attempted_attacking_line,linebreaks_attempted_attacking_line_completed,linebreaks_attempted_attacking_line_completed_only,linebreaks_attempted_attacking_line_only,linebreaks_attempted_completed,linebreaks_attempted_defensive_line,linebreaks_attempted_defensive_line_completed,linebreaks_attempted_defensive_line_completed_only,linebreaks_attempted_defensive_line_only,linebreaks_attempted_midfield_and_defensive_line,linebreaks_attempted_midfield_line,linebreaks_attempted_midfield_line_completed,linebreaks_attempted_midfield_line_completed_only,linebreaks_attempted_midfield_line_only,linebreaks_attempted_under_pressure,linebreaks_completed_all_lines,linebreaks_completed_attacking_and_midfield_line,linebreaks_completed_midfield_and_defensive_line,linebreaks_completed_under_pressure,number_of_involvements,number_of_possession_sequences,number_of_shot_ending_sequences,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,received_offers_to_receive,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_direct_pressure,receptions_under_indirect_pressure,receptions_under_no_pressure,receptions_under_pressure,speed_runs,sprints,take_ons_completed,threat,top_speed,total_distance,xg,attempt_at_goal_from_freekick,team_id,team_name,player_name,player_number,position,birthday
416576,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,30,0,0,0,0,1,0,69.4759,0,3,0,0,0,0,0,0,0,6,0,7.406867504119873,1,4,0,17,3,1623.239990234375,143.3699951171875,3740.909912109375,566.14996337890625,2509.169921875,13,20,3,0,0,0,0,0,0,11,2,0,3,1,1,1,4,2,0,0,0,0,6,3,3,4,5,0,0,0,2,73,29,4,4,27,12,23,20,43,15,9,0,0,5,31,5,132,49,0,0.1659030020236969,30.76323127746582,8582.83984375,0,0,43911,MEX,Alvaro FIDALGO,8,Midfielder,1997-04-09T00:00:00Z
419518,151600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,42,0,0,0,0,1,0,79.54876666666667,0,3,0,0,0,0,0,0,0,0,1,6.689777374267578,1,0,1,12,3,1145.5699462890625,81.30000305175781,4287.6201171875,363.3999938964844,2999.06982421875,22,25,9,0,0,0,0,0,0,12,0,1,7,7,6,6,11,0,0,0,0,0,5,4,3,4,6,0,1,0,5,92,28,4,0,22,27,39,10,49,23,0,0,0,21,24,21,103,27,0,0.0368334986269474,31.413299560546875,8876.9599609375,0,NA,43911,MEX,Erik LIRA,6,Midfielder,2000-05-08T00:00:00Z
425701,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,82,77,0,0,0,0,0,0,101.00468333333333,0,3,0,0,0,0,0,0,0,3,0,5.963460445404053,1,3,0,4,2,1151.5699462890625,100.18000793457031,4232.830078125,455.1800231933594,4107.18994140625,24,29,4,0,0,0,0,0,0,17,0,2,12,10,10,10,12,0,0,0,0,0,5,2,2,3,8,0,0,0,3,168,47,3,0,3,19,3,19,22,15,3,0,0,10,69,10,102,33,0,0.05817747861146927,27.947298049926758,10046.94921875,0,NA,43911,MEX,Johan VASQUEZ,5,Defender,1998-10-22T00:00:00Z
429157,151600,0,5,0,0,0,2,1,3,2,3,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34,28,0,0,0,0,1,0,82.2199,0,3,1,0,0,2,2,0,0,4,1,6.440661907196045,1,4,1,39,1,1324.02001953125,167.9199981689453,3649.330078125,534.84002685546875,3156.099853515625,29,41,1,0,0,0,0,0,0,13,0,0,1,1,1,1,13,2,2,1,1,1,10,10,9,9,12,0,0,1,12,86,36,8,17,30,7,33,21,54,18,20,1,2,31,9,33,115,42,4,0.9572175145149231,32.93880844116211,8832.2099609375,0.6398059129714966,0,43911,MEX,Julian QUINONES,16,Forward,1997-03-24T00:00:00Z
430759,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43911,MEX,Santiago GIMENEZ,11,Forward,2001-04-18T00:00:00Z
430763,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43911,MEX,Luis ROMO,7,Midfielder,1995-06-05T00:00:00Z
430766,151600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,0,0,0,1,0,0,18.784783333333337,0,3,0,0,0,0,0,0,0,1,0,6.111552715301514,1,0,0,3,0,388.57000732421875,48.93000030517578,740.4500732421875,104.00999450683594,633.46002197265625,5,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,9,0,5,4,3,7,5,12,5,3,2,0,6,8,6,28,10,0,1.5388057231903076,27.999042510986328,1915.4200439453125,0,NA,43911,MEX,Alexis VEGA,10,Forward,1997-11-25T00:00:00Z
441260,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43911,MEX,Carlos ACEVEDO,12,Goalkeeper,1996-04-19T00:00:00Z
441261,151600,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51,47,0,0,0,0,0,7,101.00468333333333,0,3,0,0,0,0,0,0,0,0,3,6.094297885894775,1,0,2,4,0,1379.35009765625,177.4300079345703,4245.73974609375,409.9499816894531,4054.72998046875,23,27,2,0,0,0,0,0,0,19,1,4,9,6,3,4,12,1,0,0,0,0,9,6,3,4,10,0,3,0,7,101,44,5,5,11,14,4,26,30,10,2,1,1,8,35,9,117,27,0,0.1005924716591835,30.032339096069336,10267.19921875,0.02048644796013832,0,43911,MEX,Israel REYES,15,Defender,2000-05-23T00:00:00Z
448051,151600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,28,0,0,0,1,0,0,31.60065,0,3,0,0,0,0,0,0,0,1,0,5.459630012512207,1,1,0,4,3,459.1700134277344,46.84000015258789,1078.719970703125,249.0700225830078,1042.93994140625,10,11,1,0,0,0,0,0,0,9,0,0,0,0,0,0,9,1,1,0,0,1,8,8,7,7,3,0,0,1,3,61,14,1,0,6,10,2,14,16,12,4,0,0,4,27,4,42,16,0,0.1464855968952179,27.145231246948242,2876.739990234375,0,NA,43911,MEX,Luis CHAVEZ,24,Midfielder,1996-01-15T00:00:00Z
461177,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43911,MEX,Obed VARGAS,18,Midfielder,2005-08-05T00:00:00Z
464533,151600,0,4,0,2,1,2,0,2,0,2,0,1,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,21,0,0,0,0,1,0,69.40403333333333,1,3,0,0,0,1,2,0,0,1,0,6.466137886047363,1,0,0,17,2,1109.969970703125,196.6699981689453,2832.449951171875,434.64996337890625,2912.820068359375,17,21,1,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,6,5,5,6,4,0,0,0,3,60,30,8,10,21,6,26,11,37,15,11,1,1,13,16,14,106,39,0,0.7366535663604736,31.716676712036133,7486.560546875,0.30657273530960083,1,43911,MEX,Brian GUTIERREZ,26,Midfielder,2003-06-17T00:00:00Z
485070,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,33,29,0,0,0,0,0,0,101.00468333333333,0,3,0,0,0,0,0,0,0,0,1,3.25056791305542,1,0,1,0,0,200.94000244140625,0,1076.4400634765625,23.729999542236328,4175.27001953125,9,11,0,5,4,1,2,2,0,19,0,7,11,9,4,4,14,0,0,0,0,0,8,5,0,1,11,0,5,0,8,70,31,3,0,0,13,7,6,13,4,0,0,0,1,26,1,18,3,0,0.030351174995303154,23.157072067260742,5476.3798828125,0,NA,43911,MEX,Raul RANGEL,1,Goalkeeper,2000-02-25T00:00:00Z
500037,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,0,1,0,0,31.528783333333337,0,3,0,0,0,0,0,0,0,3,1,5.861114978790283,1,1,1,8,1,570,46.560001373291016,1053.300048828125,251.47999572753906,1161.5601806640625,10,12,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,3,3,0,0,0,2,36,13,1,5,9,4,9,9,18,6,5,0,1,2,16,3,43,17,1,1.2021695375442505,27.080612182617188,3082.900146484375,0,NA,43911,MEX,Gilberto MORA,19,Midfielder,2008-10-14T00:00:00Z
500038,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43911,MEX,Mateo CHAVEZ,20,Defender,2004-05-12T00:00:00Z
514336,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,21.564033333333327,0,3,0,0,0,0,0,0,0,0,0,5.8760480880737305,1,0,0,7,0,323.7099914550781,78.410003662109375,748.04998779296875,186.9499969482422,748.89007568359375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,3,0,5,2,7,2,4,0,1,3,0,4,25,14,0,6.574339389801025,31.966567993164062,2086.009765625,0,NA,43911,MEX,Armando GONZALEZ,14,Forward,2003-04-20T00:00:00Z
390475,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,18,17,0,0,1,0,0,0,52.86253333333333,0,16,0,0,0,0,0,0,0,0,0,6.405979633331299,0,0,0,19,6,916.6500244140625,96.1500015258789,2390.990234375,299.2300109863281,2127.179931640625,7,7,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,43,21,1,0,4,17,14,7,21,8,0,0,1,5,15,6,90,25,0,0.06588277220726013,31.218034744262695,5830.2001953125,0,NA,43883,RSA,Sphephelo SITHOLE,13,Midfielder,1999-03-03T00:00:00Z
395050,151600,0,1,0,0,0,0,0,0,1,1,1,1,2,0,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,17,13,0,0,0,0,1,1,80.17295,0,16,0,0,0,0,1,0,0,2,0,6.011255741119385,0,0,0,23,6,1162.27001953125,46.189998626708984,3308.14013671875,459.6399841308594,3061.52001953125,9,16,8,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,3,4,0,0,0,1,44,24,3,4,12,3,7,12,19,7,4,1,2,11,8,13,98,39,0,0.20130281150341034,27.842830657958984,8037.759765625,0.015176655724644661,NA,43883,RSA,Aubrey MODIBA,6,Defender,1995-07-22T00:00:00Z
395059,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43883,RSA,Ricardo GOSS,22,Goalkeeper,1994-04-02T00:00:00Z
395984,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,5,0,0,1,1,0,0,19.010783333333336,0,16,0,0,0,0,0,0,0,0,0,5.294419765472412,0,0,0,12,0,389.0100402832031,29.630001068115234,864.239990234375,108.70999908447266,629.45001220703125,3,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,2,0,0,0,1,14,7,0,0,5,1,5,1,6,3,0,0,0,5,2,5,35,10,0,0.4929254353046417,27.429250717163086,2021.0399169921875,0,NA,43883,RSA,Themba ZWANE,11,Midfielder,1989-08-03T00:00:00Z
395986,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,2,0,0,0,0,1,0,1,0,0,47,35,0,0,0,0,0,0,101.00468333333333,0,16,0,0,0,0,0,0,0,0,2,2.9740278720855713,0,0,1,0,0,110.8899917602539,0,903.45001220703125,17.440000534057617,3978.580078125,3,6,0,23,21,0.5,5,2,0,29,1,9,14,8,4,4,13,1,0,0,0,0,14,5,1,4,5,0,4,0,1,85,43,2,0,0,17,12,5,17,10,0,0,0,1,32,1,12,1,0,0.014725122600793839,23.6444149017334,5010.3603515625,0,NA,43883,RSA,Ronwen WILLIAMS,1,Goalkeeper,1992-01-21T00:00:00Z
403616,151600,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,43,41,0,0,0,0,0,1,101.00468333333333,1,16,0,0,0,0,0,0,0,0,1,5.8525710105896,0,0,1,40,7,1444.7501220703125,130.66000366210938,4302.2802734375,575.9599609375,3407.10986328125,24,25,3,0,0,0,0,0,0,16,1,1,6,5,4,4,12,1,0,0,0,0,9,7,6,7,4,0,1,0,4,95,43,2,3,17,19,20,19,39,18,4,0,0,22,24,22,136,44,0,0.06509433686733246,31.37859344482422,9860.759765625,0,0,43883,RSA,Teboho MOKOENA,4,Midfielder,1997-01-24T00:00:00Z
419211,151600,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,1,0,59.88353333333333,0,16,0,0,0,0,1,0,0,1,0,5.973541259765625,0,0,0,25,1,643.40997314453125,88.36000061035156,2225.55029296875,263.1399841308594,2748.0400390625,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,15,9,1,10,8,2,12,8,20,4,6,0,3,4,2,7,66,16,0,1.9840410947799683,31.237651824951172,5968.5,0.06767334043979645,0,43883,RSA,Lyle FOSTER,9,Forward,2000-09-03T00:00:00Z
419223,151600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,5,0,0,0,1,0,0,20.831733333333332,0,16,0,0,0,0,0,0,0,0,0,6.171538352966309,0,0,0,8,0,358.1600036621094,38.2599983215332,898.83001708984375,183.1199951171875,666.96002197265625,5,6,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,13,6,0,1,1,1,1,2,3,0,2,0,0,3,4,3,37,16,0,0.3984156847000122,29.85234832763672,2145.330078125,0,0,43883,RSA,Oswin APPOLLIS,7,Forward,2001-08-25T00:00:00Z
